3.000000, 4.000000, 5.000000, 6.000000, 7.000000, 8.000000, 9.000000, 10.000000, 11.000000, 12.000000, 13.000000, 14.000000, 15.000000, 16.000000, 17.000000, 18.000000, 19.000000, 20.000000, 21.000000, 22.000000, 23.000000, 24.000000, 25.000000, 26.000000, 27.000000, 28.000000, 29.000000, 30.000000, 31.000000, 32.000000, 33.000000, 34.000000, 35.000000, 36.000000, 37.000000, 38.000000, 39.000000, 40.000000, 41.000000, 42.000000, 43.000000, 44.000000, 45.000000, 46.000000, 47.000000, 48.000000, 49.000000, 50.000000, 51.000000, 52.000000, 53.000000, 
-0.022159, -0.023412, -0.024215, -0.021051, -0.020987, -0.020935, -0.020691, -0.018829, -0.018664, -0.018613, -0.018629, -0.018641, -0.018769, -0.018717, -0.017564, -0.016727, -0.016323, -0.016328, -0.016283, -0.015967, -0.015982, -0.015866, -0.015868, -0.014973, -0.014661, -0.014560, -0.013967, -0.013921, -0.013212, -0.013054, -0.012713, -0.012267, -0.012005, -0.011988, -0.011063, -0.011065, -0.010313, -0.010206, -0.010176, -0.009823, -0.009714, -0.009719, -0.010144, -0.010171, -0.011810, 0.026193, 0.028320, 0.026977, 0.031714, 0.037886, 0.036879, 
-0.789460, -0.604904, -0.586323, -0.586750, -1.135824, -1.150426, -0.565368, -1.214206, -0.545467, -0.544495, -1.298488, -0.533239, -0.532746, -1.487029, -1.497774, -1.512008, -1.562894, -1.570371, -1.588932, -1.589664, -1.632499, -1.651812, -1.654920, -1.667139, -1.667391, -1.668547, -1.677745, -1.683241, -1.683919, -1.683914, -1.686754, -1.687576, -1.694571, -1.730125, -1.731948, -1.735807, -1.747995, -1.752863, -1.785922, -1.795103, -0.133517, -0.137171, -0.102891, -0.102330, -0.047113, -0.003795, -0.004513, -0.004546, -0.004853, -0.005105, -0.005102, 
-0.611245, -0.791615, -0.929392, -0.680160, -0.568889, -0.564515, -0.610801, -0.554028, -0.570095, -0.570891, -0.539635, -0.559197, -0.559553, -0.532510, -0.539211, -0.552352, -1.415769, -1.419911, -1.443149, -1.532959, -1.541152, -1.560190, -1.572179, -1.590651, -1.619845, -1.629339, -1.630709, -1.634498, -1.636988, -1.637876, -1.647109, -1.683372, -1.687401, -1.689996, -1.701424, -1.710772, -1.714483, -1.716940, -1.749553, -1.760603, -1.798398, -1.812672, -1.814566, -1.817145, -0.240699, -0.175549, -0.073099, -0.060887, -0.024871, -0.023446, -0.023487, 
0.000000, -0.813960, -0.785265, -0.952937, -0.680213, -0.616262, -1.153446, -0.577177, -1.214627, -1.214718, -0.559169, -1.335541, -1.335680, -0.559247, -0.562559, -0.553443, -0.554252, -0.556845, -0.555600, -0.548428, -0.548806, -0.553208, -0.553210, -0.550717, -0.552608, -0.555050, -0.555411, -0.555522, -0.558262, -0.558331, -0.559020, -1.507934, -1.521243, -1.548978, -1.558305, -0.564998, -1.581274, -1.586186, -1.586986, -0.498331, -1.764930, -1.781658, -1.785851, -1.788426, -1.816965, -1.817812, -1.818298, -1.819680, -1.829921, -1.830181, -1.830144, 
0.000000, 0.000000, -0.785265, -0.798093, -0.792836, -0.774183, -1.089753, -1.090257, -1.124804, -1.166870, -1.203216, -1.279913, -1.279798, -1.332368, -1.343711, -1.351581, -0.558312, -0.554009, -0.555600, -0.555569, -0.557098, -0.556989, -0.556401, -0.556184, -0.557088, -0.557303, -0.559413, -0.559853, -0.558262, -0.558331, -0.559020, -0.556772, -0.556732, -0.556853, -0.561257, -0.559187, -0.573488, -0.564298, -0.572544, -0.498331, -1.614919, -0.514003, -0.509300, -1.627930, -1.788771, -1.800141, -1.800425, -1.800476, -1.804261, -1.811986, -1.812913, 
0.000000, 0.000000, 0.000000, -0.874336, -0.921538, -0.828873, -0.774004, -0.953469, -0.992874, -1.096431, -1.095031, -1.191966, -1.203985, -1.205567, -1.238814, -1.250056, -1.281696, -1.289236, -1.289948, -1.290746, -1.307048, -1.314606, -1.366216, -1.371241, -1.377766, -1.421187, -1.427902, -1.443124, -1.443136, -1.444069, -1.444801, -0.559010, -0.559225, -0.561146, -0.561257, -1.577025, -0.560619, -0.564298, -0.572544, -1.589072, -0.518460, -0.558323, -0.547910, -1.603596, -0.510505, -1.642225, -1.677554, -0.516703, -1.697572, -1.733343, -1.739342, 
0.000000, 0.000000, 0.000000, 0.000000, -0.871981, -0.923185, -0.897057, -0.773729, -0.972269, -0.966587, -0.774326, -1.084403, -0.770098, -1.178880, -1.185387, -1.228507, -1.229439, -1.227483, -1.230037, -1.235296, -0.719630, -1.291014, -1.294401, -1.290301, -1.318721, -1.337303, -1.342243, -1.374914, -1.373630, -1.413825, -1.419658, -1.419472, -1.433729, -1.474216, -1.507998, -1.508128, -1.531634, -1.527537, -1.540254, -0.566161, -1.551738, -0.558323, -0.547910, -0.506232, -1.634881, -1.620293, -0.516008, -0.548811, -1.679533, -1.679538, -1.681628, 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.892443, -0.897057, -0.900422, -0.773991, -0.966587, -0.790965, -0.775247, -0.778650, -1.099004, -1.176999, -1.178015, -1.181079, -1.227483, -1.230037, -1.235296, -1.236160, -0.706431, -1.271441, -1.290301, -1.294659, -1.308658, -1.308428, -1.318259, -1.345783, -1.375593, -1.374237, -1.384958, -1.416411, -1.421231, -1.441243, -0.757391, -0.699212, -0.698453, -1.485686, -1.542724, -0.565223, -1.615192, -1.627797, -0.541686, -1.614652, -0.518614, -1.637270, -1.694148, -0.516368, -0.514770, -0.514876, 
0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.812333, -0.811651, -0.900025, -0.775396, -1.013622, -0.791198, -1.099094, -0.765541, -0.729678, -0.755055, -0.740672, -1.137308, -0.719654, -1.157139, -1.236160, -1.218974, -1.226510, -1.276140, -1.281544, -1.285933, -1.283223, -1.318259, -1.313657, -1.307524, -1.320837, -1.345189, -1.342946, -1.363985, -0.753635, -0.757391, -0.699212, -0.698453, -1.480235, -1.482731, -1.483635, -1.562507, -1.595840, -0.541686, -0.546960, -0.544517, -0.548346, -1.647987, -0.549841, -0.549991, -0.549992, 
